OperatorID,Standorte,Ladesaeulen,Plugs,ErneuerbareEnergie_Prozent,Datum
CH*LIDL,46,46,138,,2023-06-03
CH*MIG,19,27,56,,2023-06-03
CH*MOBILECHARGE,22,64,64,,2023-06-03
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-03
CH*PACEMOBILITY,1,1,1,,2023-06-03
CH*PARKCHARGE,3,5,5,,2023-06-03
CH*REP,162,421,421,,2023-06-03
CH*SCH,33,76,76,,2023-06-03
CH*SCHARGE,1,1,1,,2023-06-03
CH*SWISSCHARGE,1007,2816,2880,,2023-06-03
CH*TAE,1,131,131,,2023-06-03
CH*TES,29,336,336,,2023-06-03
CHEVP,1355,2788,5447,,2023-06-03
CH*AIL,2,20,20,,2023-06-04
CH*AVIA,1,1,2,,2023-06-04
CH*CCC,652,1691,1691,,2023-06-04
CH*DIE,1,1,2,,2023-06-04
CH*EBS,4,4,13,,2023-06-04
CH*ECU,1858,2541,2541,,2023-06-04
CH*ENMOBILECHARGE,16,32,32,,2023-06-04
CH*EVAEMOBILITAET,2,4,4,,2023-06-04
CH*EWACHARGE,20,46,46,,2023-06-04
CH*EWD,8,8,24,,2023-06-04
CH*EWO,7,7,11,,2023-06-04
CH*FASTNED,3,12,18,,2023-06-04
CH*HER,1,1,4,,2023-06-04
CH*ION,10,58,58,,2023-06-04
CH*LIDL,46,46,138,,2023-06-04
CH*MIG,19,27,56,,2023-06-04
CH*MOBILECHARGE,22,64,64,,2023-06-04
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-04
CH*PACEMOBILITY,1,1,1,,2023-06-04
CH*PARKCHARGE,3,5,5,,2023-06-04
CH*REP,163,421,421,,2023-06-04
CH*SCH,33,76,76,,2023-06-04
CH*SCHARGE,1,1,1,,2023-06-04
CH*SWISSCHARGE,1007,2816,2880,,2023-06-04
CH*TAE,1,131,131,,2023-06-04
CH*TES,29,336,336,,2023-06-04
CHEVP,1355,2788,5447,,2023-06-04
CH*AIL,2,20,20,,2023-06-05
CH*AVIA,1,1,2,,2023-06-05
CH*CCC,652,1691,1691,,2023-06-05
CH*DIE,1,1,2,,2023-06-05
CH*EBS,4,4,13,,2023-06-05
CH*ECU,1858,2541,2541,,2023-06-05
CH*ENMOBILECHARGE,16,32,32,,2023-06-05
CH*EVAEMOBILITAET,2,4,4,,2023-06-05
CH*EWACHARGE,20,46,46,,2023-06-05
CH*EWD,8,8,24,,2023-06-05
CH*EWO,7,7,11,,2023-06-05
CH*FASTNED,3,12,18,,2023-06-05
CH*HER,1,1,4,,2023-06-05
CH*ION,10,58,58,,2023-06-05
CH*LIDL,46,46,138,,2023-06-05
CH*MIG,19,27,56,,2023-06-05
CH*MOBILECHARGE,22,64,64,,2023-06-05
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-05
CH*PACEMOBILITY,1,1,1,,2023-06-05
CH*PARKCHARGE,3,5,5,,2023-06-05
CH*REP,162,421,421,,2023-06-05
CH*SCH,33,76,76,,2023-06-05
CH*SCHARGE,1,1,1,,2023-06-05
CH*SWISSCHARGE,1007,2816,2880,,2023-06-05
CH*TAE,1,131,131,,2023-06-05
CH*TES,29,336,336,,2023-06-05
CHEVP,1355,2788,5447,,2023-06-05
CH*AIL,2,20,20,,2023-06-06
CH*AVIA,1,1,2,,2023-06-06
CH*CCC,652,1691,1691,,2023-06-06
CH*DIE,1,1,2,,2023-06-06
CH*EBS,4,4,13,,2023-06-06
CH*ECU,1858,2542,2542,,2023-06-06
CH*ENMOBILECHARGE,16,32,32,,2023-06-06
CH*EVAEMOBILITAET,2,4,4,,2023-06-06
CH*EWACHARGE,20,46,46,,2023-06-06
CH*EWD,8,8,24,,2023-06-06
CH*EWO,7,7,11,,2023-06-06
CH*FASTNED,3,12,18,,2023-06-06
CH*HER,1,1,4,,2023-06-06
CH*ION,10,58,58,,2023-06-06
CH*LIDL,46,46,138,,2023-06-06
CH*MIG,19,27,56,,2023-06-06
CH*MOBILECHARGE,22,64,64,,2023-06-06
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-06
CH*PACEMOBILITY,1,1,1,,2023-06-06
CH*PARKCHARGE,3,5,5,,2023-06-06
CH*REP,162,421,421,,2023-06-06
CH*SCH,33,76,76,,2023-06-06
CH*SCHARGE,1,1,1,,2023-06-06
CH*SWISSCHARGE,1007,2816,2880,,2023-06-06
CH*TAE,1,131,131,,2023-06-06
CH*TES,29,336,336,,2023-06-06
CHEVP,1354,2789,5451,,2023-06-06
CH*AIL,2,20,20,,2023-06-07
CH*AVIA,1,1,2,,2023-06-07
CH*CCC,652,1692,1692,,2023-06-07
CH*DIE,1,1,2,,2023-06-07
CH*EBS,4,4,13,,2023-06-07
CH*ENMOBILECHARGE,16,32,32,,2023-06-07
CH*EVAEMOBILITAET,2,4,4,,2023-06-07
CH*EWACHARGE,20,46,46,,2023-06-07
CH*EWD,8,8,24,,2023-06-07
CH*EWO,7,7,11,,2023-06-07
CH*FASTNED,3,12,18,,2023-06-07
CH*HER,1,1,4,,2023-06-07
CH*ION,10,58,58,,2023-06-07
CH*LIDL,46,46,138,,2023-06-07
CH*MIG,19,27,56,,2023-06-07
CH*MOBILECHARGE,22,64,64,,2023-06-07
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-07
CH*PACEMOBILITY,1,1,1,,2023-06-07
CH*PARKCHARGE,3,5,5,,2023-06-07
CH*REP,162,421,421,,2023-06-07
CH*SCH,33,76,76,,2023-06-07
CH*SCHARGE,1,1,1,,2023-06-07
CH*SWISSCHARGE,1007,2815,2879,,2023-06-07
CH*TAE,1,131,131,,2023-06-07
CH*TES,29,336,336,,2023-06-07
CHEVP,1353,2787,5447,,2023-06-07
CH*AIL,2,20,20,,2023-06-08
CH*AVIA,1,1,2,,2023-06-08
CH*CCC,651,1691,1691,,2023-06-08
CH*DIE,1,1,2,,2023-06-08
CH*EBS,4,4,13,,2023-06-08
CH*ECU,1857,2532,2532,,2023-06-08
CH*ENMOBILECHARGE,16,32,32,,2023-06-08
CH*EVAEMOBILITAET,2,4,4,,2023-06-08
CH*EWACHARGE,20,46,46,,2023-06-08
CH*EWD,8,8,24,,2023-06-08
CH*EWO,7,7,11,,2023-06-08
CH*FASTNED,3,12,18,,2023-06-08
CH*HER,1,1,4,,2023-06-08
CH*ION,10,58,58,,2023-06-08
CH*LIDL,46,46,138,,2023-06-08
CH*MIG,19,27,56,,2023-06-08
CH*MOBILECHARGE,22,64,64,,2023-06-08
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-08
CH*PACEMOBILITY,1,1,1,,2023-06-08
CH*PARKCHARGE,3,5,5,,2023-06-08
CH*REP,162,421,421,,2023-06-08
CH*SCH,33,76,76,,2023-06-08
CH*SCHARGE,1,1,1,,2023-06-08
CH*SWISSCHARGE,1007,2815,2879,,2023-06-08
CH*TAE,1,131,131,,2023-06-08
CH*TES,29,336,336,,2023-06-08
CHEVP,1354,2788,5449,,2023-06-08
CH*AIL,2,20,20,,2023-06-09
CH*AVIA,1,1,2,,2023-06-09
CH*CCC,652,1691,1691,,2023-06-09
CH*DIE,1,1,2,,2023-06-09
CH*EBS,4,4,13,,2023-06-09
CH*ECU,1863,2548,2548,,2023-06-09
CH*ENMOBILECHARGE,16,32,32,,2023-06-09
CH*EVAEMOBILITAET,2,4,4,,2023-06-09
CH*EWACHARGE,20,46,46,,2023-06-09
CH*EWD,8,8,24,,2023-06-09
CH*EWO,7,7,11,,2023-06-09
CH*FASTNED,3,12,18,,2023-06-09
CH*HER,1,1,4,,2023-06-09
CH*ION,10,58,58,,2023-06-09
CH*LIDL,46,46,138,,2023-06-09
CH*MIG,19,27,56,,2023-06-09
CH*MOBILECHARGE,22,64,64,,2023-06-09
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-09
CH*PACEMOBILITY,1,1,1,,2023-06-09
CH*PARKCHARGE,3,5,5,,2023-06-09
CH*REP,161,419,419,,2023-06-09
CH*SCH,33,76,76,,2023-06-09
CH*SCHARGE,1,1,1,,2023-06-09
CH*SWISSCHARGE,1009,2824,2888,,2023-06-09
CH*TAE,1,131,131,,2023-06-09
CH*TES,29,336,336,,2023-06-09
CHEVP,1352,2788,5446,,2023-06-09
CH*AIL,2,20,20,,2023-06-10
CH*AVIA,1,1,2,,2023-06-10
CH*CCC,652,1689,1689,,2023-06-10
CH*DIE,1,1,2,,2023-06-10
CH*EBS,4,4,13,,2023-06-10
CH*ECU,1866,2551,2551,,2023-06-10
CH*ENMOBILECHARGE,16,32,32,,2023-06-10
CH*EVAEMOBILITAET,2,4,4,,2023-06-10
CH*EWACHARGE,20,46,46,,2023-06-10
CH*EWD,8,8,24,,2023-06-10
CH*EWO,7,7,11,,2023-06-10
CH*FASTNED,3,12,18,,2023-06-10
CH*HER,1,1,4,,2023-06-10
CH*ION,10,58,58,,2023-06-10
CH*LIDL,46,46,138,,2023-06-10
CH*MIG,19,27,56,,2023-06-10
CH*MOBILECHARGE,22,64,64,,2023-06-10
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-10
CH*PACEMOBILITY,1,1,1,,2023-06-10
CH*PARKCHARGE,3,5,5,,2023-06-10
CH*REP,161,419,419,,2023-06-10
CH*SCH,33,76,76,,2023-06-10
CH*SCHARGE,1,1,1,,2023-06-10
CH*SWISSCHARGE,1009,2825,2890,,2023-06-10
CH*TAE,1,131,131,,2023-06-10
CH*TES,29,336,336,,2023-06-10
CHEVP,1351,2789,5446,,2023-06-10
CH*AIL,2,20,20,,2023-06-11
CH*AVIA,1,1,2,,2023-06-11
CH*CCC,652,1689,1689,,2023-06-11
CH*DIE,1,1,2,,2023-06-11
CH*EBS,4,4,13,,2023-06-11
CH*ENMOBILECHARGE,16,32,32,,2023-06-11
CH*EVAEMOBILITAET,2,4,4,,2023-06-11
CH*EWACHARGE,20,46,46,,2023-06-11
CH*EWD,8,8,24,,2023-06-11
CH*EWO,7,7,11,,2023-06-11
CH*FASTNED,3,12,18,,2023-06-11
CH*HER,1,1,4,,2023-06-11
CH*ION,10,58,58,,2023-06-11
CH*LIDL,46,46,138,,2023-06-11
CH*MIG,19,27,56,,2023-06-11
CH*MOBILECHARGE,22,64,64,,2023-06-11
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-11
CH*PACEMOBILITY,1,1,1,,2023-06-11
CH*PARKCHARGE,3,5,5,,2023-06-11
CH*REP,161,419,419,,2023-06-11
CH*SCH,33,76,76,,2023-06-11
CH*SCHARGE,1,1,1,,2023-06-11
CH*SWISSCHARGE,1009,2825,2890,,2023-06-11
CH*TAE,1,131,131,,2023-06-11
CH*TES,29,336,336,,2023-06-11
CHEVP,1351,2789,5446,,2023-06-11
CH*AIL,2,20,20,,2023-06-12
CH*AVIA,1,1,2,,2023-06-12
CH*CCC,652,1689,1689,,2023-06-12
CH*DIE,1,1,2,,2023-06-12
CH*EBS,4,4,13,,2023-06-12
CH*ECU,1867,2552,2552,,2023-06-12
CH*ENMOBILECHARGE,16,32,32,,2023-06-12
CH*EVAEMOBILITAET,2,4,4,,2023-06-12
CH*EWACHARGE,20,46,46,,2023-06-12
CH*EWD,8,8,24,,2023-06-12
CH*EWO,7,7,11,,2023-06-12
CH*FASTNED,3,12,18,,2023-06-12
CH*HER,1,1,4,,2023-06-12
CH*ION,10,58,58,,2023-06-12
CH*LIDL,46,46,138,,2023-06-12
CH*MIG,19,27,56,,2023-06-12
CH*MOBILECHARGE,22,64,64,,2023-06-12
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-12
CH*PACEMOBILITY,1,1,1,,2023-06-12
CH*PARKCHARGE,3,5,5,,2023-06-12
CH*REP,161,419,419,,2023-06-12
CH*SCH,33,76,76,,2023-06-12
CH*SCHARGE,1,1,1,,2023-06-12
CH*SWISSCHARGE,1009,2825,2890,,2023-06-12
CH*TAE,1,131,131,,2023-06-12
CH*TES,29,336,336,,2023-06-12
CHEVP,1351,2789,5446,,2023-06-12
CH*AIL,2,20,20,,2023-06-13
CH*AVIA,1,1,2,,2023-06-13
CH*CCC,654,1692,1692,,2023-06-13
CH*DIE,1,1,2,,2023-06-13
CH*EBS,4,4,13,,2023-06-13
CH*ENMOBILECHARGE,16,32,32,,2023-06-13
CH*EVAEMOBILITAET,2,4,4,,2023-06-13
CH*EWACHARGE,20,46,46,,2023-06-13
CH*EWD,8,8,24,,2023-06-13
CH*EWO,7,7,11,,2023-06-13
CH*FASTNED,3,12,18,,2023-06-13
CH*HER,1,1,4,,2023-06-13
CH*ION,10,58,58,,2023-06-13
CH*LIDL,46,46,138,,2023-06-13
CH*MIG,19,27,56,,2023-06-13
CH*MOBILECHARGE,22,64,64,,2023-06-13
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-13
CH*PACEMOBILITY,1,1,1,,2023-06-13
CH*PARKCHARGE,3,5,5,,2023-06-13
CH*REP,163,419,419,,2023-06-13
CH*SCH,34,77,77,,2023-06-13
CH*SCHARGE,1,1,1,,2023-06-13
CH*SWISSCHARGE,954,2623,2692,,2023-06-13
CH*TAE,1,131,131,,2023-06-13
CH*TES,29,336,336,,2023-06-13
CHEVP,1354,2800,5459,,2023-06-13
CH*AIL,2,20,20,,2023-06-14
CH*AVIA,1,1,2,,2023-06-14
CH*CCC,654,1692,1692,,2023-06-14
CH*DIE,1,1,2,,2023-06-14
CH*EBS,4,4,13,,2023-06-14
CH*ECU,1862,2542,2542,,2023-06-14
CH*ENMOBILECHARGE,16,32,32,,2023-06-14
CH*EVAEMOBILITAET,2,4,4,,2023-06-14
CH*EWACHARGE,20,46,46,,2023-06-14
CH*EWD,8,8,24,,2023-06-14
CH*EWO,7,7,11,,2023-06-14
CH*FASTNED,3,12,18,,2023-06-14
CH*HER,1,1,4,,2023-06-14
CH*ION,10,58,58,,2023-06-14
CH*LIDL,46,46,138,,2023-06-14
CH*MIG,19,27,56,,2023-06-14
CH*MOBILECHARGE,22,64,64,,2023-06-14
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-14
CH*PACEMOBILITY,1,1,1,,2023-06-14
CH*PARKCHARGE,3,5,5,,2023-06-14
CH*REP,162,419,419,,2023-06-14
CH*SCH,34,77,77,,2023-06-14
CH*SCHARGE,1,1,1,,2023-06-14
CH*SWISSCHARGE,1014,2829,2894,,2023-06-14
CH*TAE,1,131,131,,2023-06-14
CH*TES,29,336,336,,2023-06-14
CHEVP,1353,2798,5453,,2023-06-14
CH*AIL,2,20,20,,2023-06-15
CH*AVIA,1,1,2,,2023-06-15
CH*CCC,654,1692,1692,,2023-06-15
CH*DIE,1,1,2,,2023-06-15
CH*EBS,4,4,13,,2023-06-15
CH*ECU,1864,2545,2545,,2023-06-15
CH*ENMOBILECHARGE,16,32,32,,2023-06-15
CH*EVAEMOBILITAET,2,4,4,,2023-06-15
CH*EWACHARGE,20,46,46,,2023-06-15
CH*EWD,8,8,24,,2023-06-15
CH*EWO,7,7,11,,2023-06-15
CH*FASTNED,3,12,18,,2023-06-15
CH*HER,1,1,4,,2023-06-15
CH*ION,10,58,58,,2023-06-15
CH*LIDL,46,46,138,,2023-06-15
CH*MIG,19,27,56,,2023-06-15
CH*MOBILECHARGE,25,76,76,,2023-06-15
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-15
CH*PACEMOBILITY,1,1,1,,2023-06-15
CH*PARKCHARGE,3,5,5,,2023-06-15
CH*REP,162,419,419,,2023-06-15
CH*SCH,34,77,77,,2023-06-15
CH*SCHARGE,1,1,1,,2023-06-15
CH*SWISSCHARGE,938,2629,2690,,2023-06-15
CH*TAE,1,131,131,,2023-06-15
CH*TES,29,336,336,,2023-06-15
CHEVP,1355,2801,5458,,2023-06-15
CH*AIL,2,20,20,,2023-06-16
CH*AVIA,1,1,2,,2023-06-16
CH*CCC,656,1697,1697,,2023-06-16
CH*DIE,1,1,2,,2023-06-16
CH*EBS,4,4,13,,2023-06-16
CH*ENMOBILECHARGE,16,32,32,,2023-06-16
CH*EVAEMOBILITAET,2,4,4,,2023-06-16
CH*EWACHARGE,20,46,46,,2023-06-16
CH*EWD,8,8,24,,2023-06-16
CH*EWO,7,7,11,,2023-06-16
CH*FASTNED,3,12,18,,2023-06-16
CH*HER,1,1,4,,2023-06-16
CH*ION,10,58,58,,2023-06-16
CH*LIDL,46,46,138,,2023-06-16
CH*MIG,23,33,68,,2023-06-16
CH*MOBILECHARGE,25,76,76,,2023-06-16
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-16
CH*PACEMOBILITY,1,1,1,,2023-06-16
CH*PARKCHARGE,3,5,5,,2023-06-16
CH*REP,162,419,419,,2023-06-16
CH*SCH,34,77,77,,2023-06-16
CH*SCHARGE,1,1,1,,2023-06-16
CH*SWISSCHARGE,1015,2831,2895,,2023-06-16
CH*TAE,1,131,131,,2023-06-16
CH*TES,29,336,336,,2023-06-16
CHEVP,1362,2814,5479,,2023-06-16
CH*AIL,2,20,20,,2023-06-17
CH*AVIA,1,1,2,,2023-06-17
CH*CCC,656,1697,1697,,2023-06-17
CH*CPI,70,196,197,,2023-06-17
CH*DIE,1,1,2,,2023-06-17
CH*EBS,4,4,13,,2023-06-17
CH*ECU,1879,2570,2570,,2023-06-17
CH*ENMOBILECHARGE,16,32,32,,2023-06-17
CH*EVAEMOBILITAET,2,4,4,,2023-06-17
CH*EWACHARGE,20,46,46,,2023-06-17
CH*EWD,8,8,24,,2023-06-17
CH*EWO,7,7,11,,2023-06-17
CH*FASTNED,3,12,18,,2023-06-17
CH*HER,1,1,4,,2023-06-17
CH*ION,10,58,58,,2023-06-17
CH*LIDL,46,46,138,,2023-06-17
CH*MIG,23,33,68,,2023-06-17
CH*MOBILECHARGE,25,76,76,,2023-06-17
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-17
CH*PACEMOBILITY,1,1,1,,2023-06-17
CH*PARKCHARGE,3,5,5,,2023-06-17
CH*REP,161,419,419,,2023-06-17
CH*SCH,34,77,77,,2023-06-17
CH*SCHARGE,1,1,1,,2023-06-17
CH*SWISSCHARGE,1016,2833,2897,,2023-06-17
CH*TAE,1,131,131,,2023-06-17
CH*TES,29,336,336,,2023-06-17
CHEVP,1360,2811,5473,,2023-06-17
CH*AIL,2,20,20,,2023-06-18
CH*AVIA,1,1,2,,2023-06-18
CH*CCC,656,1697,1697,,2023-06-18
CH*CPI,70,196,197,,2023-06-18
CH*DIE,1,1,2,,2023-06-18
CH*EBS,4,4,13,,2023-06-18
CH*ECU,1875,2566,2566,,2023-06-18
CH*ENMOBILECHARGE,16,32,32,,2023-06-18
CH*EVAEMOBILITAET,2,4,4,,2023-06-18
CH*EWACHARGE,20,46,46,,2023-06-18
CH*EWD,8,8,24,,2023-06-18
CH*EWO,7,7,11,,2023-06-18
CH*FASTNED,3,12,18,,2023-06-18
CH*HER,1,1,4,,2023-06-18
CH*ION,10,58,58,,2023-06-18
CH*LIDL,46,46,138,,2023-06-18
CH*MIG,23,33,68,,2023-06-18
CH*MOBILECHARGE,25,76,76,,2023-06-18
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-18
CH*PACEMOBILITY,1,1,1,,2023-06-18
CH*PARKCHARGE,3,5,5,,2023-06-18
CH*REP,163,419,419,,2023-06-18
CH*SCH,34,77,77,,2023-06-18
CH*SCHARGE,1,1,1,,2023-06-18
CH*SWISSCHARGE,1016,2833,2897,,2023-06-18
CH*TAE,1,131,131,,2023-06-18
CH*TES,29,336,336,,2023-06-18
CHEVP,1360,2811,5473,,2023-06-18
CH*AIL,2,20,20,,2023-06-19
CH*AVIA,1,1,2,,2023-06-19
CH*CCC,656,1697,1697,,2023-06-19
CH*CPI,70,196,197,,2023-06-19
CH*DIE,1,1,2,,2023-06-19
CH*EBS,4,4,13,,2023-06-19
CH*ECU,1875,2566,2566,,2023-06-19
CH*ENMOBILECHARGE,16,32,32,,2023-06-19
CH*EVAEMOBILITAET,2,4,4,,2023-06-19
CH*EWACHARGE,20,46,46,,2023-06-19
CH*EWD,8,8,24,,2023-06-19
CH*EWO,7,7,11,,2023-06-19
CH*FASTNED,3,12,18,,2023-06-19
CH*HER,1,1,4,,2023-06-19
CH*ION,10,58,58,,2023-06-19
CH*LIDL,46,46,138,,2023-06-19
CH*MIG,23,33,68,,2023-06-19
CH*MOBILECHARGE,25,76,76,,2023-06-19
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-19
CH*PACEMOBILITY,1,1,1,,2023-06-19
CH*PARKCHARGE,3,5,5,,2023-06-19
CH*REP,163,419,419,,2023-06-19
CH*SCH,34,77,77,,2023-06-19
CH*SCHARGE,1,1,1,,2023-06-19
CH*SWISSCHARGE,1016,2833,2897,,2023-06-19
CH*TAE,1,131,131,,2023-06-19
CH*TES,29,336,336,,2023-06-19
CHEVP,1360,2811,5473,,2023-06-19
CH*AIL,2,20,20,,2023-06-20
CH*AVIA,1,1,2,,2023-06-20
CH*CCC,657,1705,1705,,2023-06-20
CH*CPI,70,196,197,,2023-06-20
CH*DIE,1,1,2,,2023-06-20
CH*EBS,4,4,13,,2023-06-20
CH*ECU,1876,2565,2565,,2023-06-20
CH*ENMOBILECHARGE,16,32,32,,2023-06-20
CH*EVAEMOBILITAET,2,4,4,,2023-06-20
CH*EWACHARGE,20,46,46,,2023-06-20
CH*EWD,8,8,24,,2023-06-20
CH*EWO,7,7,11,,2023-06-20
CH*FASTNED,3,12,18,,2023-06-20
CH*HER,1,1,4,,2023-06-20
CH*ION,10,58,58,,2023-06-20
CH*LIDL,46,46,138,,2023-06-20
CH*MIG,23,33,68,,2023-06-20
CH*MOBILECHARGE,25,76,76,,2023-06-20
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-20
CH*PACEMOBILITY,1,1,1,,2023-06-20
CH*PARKCHARGE,3,5,5,,2023-06-20
CH*REP,163,419,419,,2023-06-20
CH*SCH,34,77,77,,2023-06-20
CH*SCHARGE,1,1,1,,2023-06-20
CH*SWISSCHARGE,1016,2833,2897,,2023-06-20
CH*TAE,1,131,131,,2023-06-20
CH*TES,29,336,336,,2023-06-20
CHEVP,1361,2815,5475,,2023-06-20
CH*AIL,2,20,20,,2023-06-21
CH*AVIA,1,1,2,,2023-06-21
CH*CCC,658,1746,1746,,2023-06-21
CH*CPI,70,197,198,,2023-06-21
CH*DIE,1,1,2,,2023-06-21
CH*EBS,4,4,13,,2023-06-21
CH*ECU,1878,2568,2568,,2023-06-21
CH*ENMOBILECHARGE,16,32,32,,2023-06-21
CH*EVAEMOBILITAET,2,4,4,,2023-06-21
CH*EWACHARGE,20,46,46,,2023-06-21
CH*EWD,8,8,24,,2023-06-21
CH*EWO,7,7,11,,2023-06-21
CH*FASTNED,3,12,18,,2023-06-21
CH*HER,1,1,4,,2023-06-21
CH*ION,10,58,58,,2023-06-21
CH*LIDL,46,46,138,,2023-06-21
CH*MIG,23,33,68,,2023-06-21
CH*MOBILECHARGE,25,76,76,,2023-06-21
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-21
CH*PACEMOBILITY,1,1,1,,2023-06-21
CH*PARKCHARGE,3,5,5,,2023-06-21
CH*REP,162,419,419,,2023-06-21
CH*SCH,34,77,77,,2023-06-21
CH*SCHARGE,1,1,1,,2023-06-21
CH*SWISSCHARGE,1017,2833,2897,,2023-06-21
CH*TAE,1,131,131,,2023-06-21
CH*TES,29,336,336,,2023-06-21
CHEVP,1362,2822,5489,,2023-06-21
CH*AIL,2,20,20,,2023-06-22
CH*AVIA,1,1,2,,2023-06-22
CH*CCC,658,1746,1746,,2023-06-22
CH*CPI,70,197,198,,2023-06-22
CH*DIE,1,1,2,,2023-06-22
CH*EBS,4,4,13,,2023-06-22
CH*ECU,1879,2569,2569,,2023-06-22
CH*ENMOBILECHARGE,16,32,32,,2023-06-22
CH*EVAEMOBILITAET,2,4,4,,2023-06-22
CH*EWACHARGE,20,46,46,,2023-06-22
CH*EWD,8,8,24,,2023-06-22
CH*EWO,7,7,11,,2023-06-22
CH*FASTNED,3,12,18,,2023-06-22
CH*HER,1,1,4,,2023-06-22
CH*ION,10,58,58,,2023-06-22
CH*LIDL,46,46,138,,2023-06-22
CH*MIG,23,33,68,,2023-06-22
CH*MOBILECHARGE,25,76,76,,2023-06-22
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-22
CH*PACEMOBILITY,1,1,1,,2023-06-22
CH*PARKCHARGE,3,5,5,,2023-06-22
CH*REP,162,419,419,,2023-06-22
CH*SCH,34,77,77,,2023-06-22
CH*SCHARGE,1,1,1,,2023-06-22
CH*SWISSCHARGE,1019,2843,2907,,2023-06-22
CH*TAE,1,131,131,,2023-06-22
CH*TES,29,336,336,,2023-06-22
CHEVP,1361,2820,5485,,2023-06-22
CH*AIL,2,20,20,,2023-06-23
CH*AVIA,1,1,2,,2023-06-23
CH*CCC,658,1746,1746,,2023-06-23
CH*CPI,70,196,197,,2023-06-23
CH*DIE,1,1,2,,2023-06-23
CH*EBS,4,4,13,,2023-06-23
CH*ECU,1880,2571,2571,,2023-06-23
CH*ENMOBILECHARGE,16,32,32,,2023-06-23
CH*EVAEMOBILITAET,2,4,4,,2023-06-23
CH*EWACHARGE,20,46,46,,2023-06-23
CH*EWD,8,8,24,,2023-06-23
CH*EWO,7,7,11,,2023-06-23
CH*FASTNED,3,12,18,,2023-06-23
CH*HER,1,1,4,,2023-06-23
CH*ION,10,58,58,,2023-06-23
CH*LIDL,46,46,138,,2023-06-23
CH*MIG,23,33,68,,2023-06-23
CH*MOBILECHARGE,25,76,76,,2023-06-23
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-23
CH*PACEMOBILITY,1,1,1,,2023-06-23
CH*PARKCHARGE,3,5,5,,2023-06-23
CH*REP,162,419,419,,2023-06-23
CH*SCH,34,77,77,,2023-06-23
CH*SCHARGE,1,1,1,,2023-06-23
CH*SWISSCHARGE,1023,2849,2913,,2023-06-23
CH*TAE,1,131,131,,2023-06-23
CH*TES,29,336,336,,2023-06-23
CHEVP,1359,2814,5476,,2023-06-23
CH*AIL,2,20,20,,2023-06-24
CH*AVIA,1,1,2,,2023-06-24
CH*CCC,657,1742,1742,,2023-06-24
CH*CPI,70,196,197,,2023-06-24
CH*DIE,1,1,2,,2023-06-24
CH*EBS,4,4,13,,2023-06-24
CH*ECU,1881,2571,2571,,2023-06-24
CH*ENMOBILECHARGE,16,32,32,,2023-06-24
CH*EVAEMOBILITAET,2,4,4,,2023-06-24
CH*EWACHARGE,20,46,46,,2023-06-24
CH*EWD,8,8,24,,2023-06-24
CH*EWO,7,7,11,,2023-06-24
CH*FASTNED,3,12,18,,2023-06-24
CH*HER,1,1,4,,2023-06-24
CH*ION,10,58,58,,2023-06-24
CH*LIDL,46,46,138,,2023-06-24
CH*MIG,23,33,68,,2023-06-24
CH*MOBILECHARGE,25,76,76,,2023-06-24
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-24
CH*PACEMOBILITY,1,1,1,,2023-06-24
CH*PARKCHARGE,3,5,5,,2023-06-24
CH*REP,162,419,419,,2023-06-24
CH*SCH,34,77,77,,2023-06-24
CH*SCHARGE,1,1,1,,2023-06-24
CH*SWISSCHARGE,1025,2857,2921,,2023-06-24
CH*TAE,1,131,131,,2023-06-24
CH*TES,29,336,336,,2023-06-24
CHEVP,1361,2823,5493,,2023-06-24
CH*AIL,2,20,20,,2023-06-25
CH*AVIA,1,1,2,,2023-06-25
CH*CCC,657,1742,1742,,2023-06-25
CH*CPI,70,196,197,,2023-06-25
CH*DIE,1,1,2,,2023-06-25
CH*EBS,4,4,13,,2023-06-25
CH*ECU,1881,2571,2571,,2023-06-25
CH*ENMOBILECHARGE,16,32,32,,2023-06-25
CH*EVAEMOBILITAET,2,4,4,,2023-06-25
CH*EWACHARGE,20,46,46,,2023-06-25
CH*EWD,8,8,24,,2023-06-25
CH*EWO,7,7,11,,2023-06-25
