OperatorID,Standorte,Ladesaeulen,Plugs,ErneuerbareEnergie_Prozent,Datum
CH*FASTNED,3,12,18,,2023-06-25
CH*HER,1,1,4,,2023-06-25
CH*ION,10,58,58,,2023-06-25
CH*LIDL,46,46,138,,2023-06-25
CH*MIG,23,33,68,,2023-06-25
CH*MOBILECHARGE,25,76,76,,2023-06-25
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-25
CH*PACEMOBILITY,1,1,1,,2023-06-25
CH*PARKCHARGE,3,5,5,,2023-06-25
CH*REP,162,419,419,,2023-06-25
CH*SCH,34,77,77,,2023-06-25
CH*SCHARGE,1,1,1,,2023-06-25
CH*SWISSCHARGE,1025,2857,2921,,2023-06-25
CH*TAE,1,131,131,,2023-06-25
CH*TES,29,336,336,,2023-06-25
CHEVP,1361,2823,5493,,2023-06-25
CH*AIL,2,20,20,,2023-06-26
CH*AVIA,1,1,2,,2023-06-26
CH*CCC,657,1742,1742,,2023-06-26
CH*CPI,70,196,197,,2023-06-26
CH*DIE,1,1,2,,2023-06-26
CH*EBS,4,4,13,,2023-06-26
CH*ECU,1881,2571,2571,,2023-06-26
CH*ENMOBILECHARGE,16,32,32,,2023-06-26
CH*EVAEMOBILITAET,2,4,4,,2023-06-26
CH*EWACHARGE,20,46,46,,2023-06-26
CH*EWD,8,8,24,,2023-06-26
CH*EWO,7,7,11,,2023-06-26
CH*FASTNED,3,12,18,,2023-06-26
CH*HER,1,1,4,,2023-06-26
CH*ION,10,58,58,,2023-06-26
CH*LIDL,46,46,138,,2023-06-26
CH*MIG,23,33,68,,2023-06-26
CH*MOBILECHARGE,25,76,76,,2023-06-26
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-26
CH*PACEMOBILITY,1,1,1,,2023-06-26
CH*PARKCHARGE,3,5,5,,2023-06-26
CH*REP,162,419,419,,2023-06-26
CH*SCH,34,77,77,,2023-06-26
CH*SCHARGE,1,1,1,,2023-06-26
CH*SWISSCHARGE,1025,2857,2921,,2023-06-26
CH*TAE,1,131,131,,2023-06-26
CH*TES,29,336,336,,2023-06-26
CHEVP,1361,2823,5493,,2023-06-26
CH*AIL,2,20,20,,2023-06-27
CH*AVIA,1,1,2,,2023-06-27
CH*CCC,658,1743,1743,,2023-06-27
CH*CPI,70,195,196,,2023-06-27
CH*DIE,1,1,2,,2023-06-27
CH*EBS,4,4,13,,2023-06-27
CH*ECU,1882,2572,2572,,2023-06-27
CH*ENMOBILECHARGE,16,32,32,,2023-06-27
CH*EVAEMOBILITAET,2,4,4,,2023-06-27
CH*EWACHARGE,20,46,46,,2023-06-27
CH*EWD,8,8,24,,2023-06-27
CH*EWO,7,7,11,,2023-06-27
CH*FASTNED,3,12,18,,2023-06-27
CH*HER,1,1,4,,2023-06-27
CH*ION,10,58,58,,2023-06-27
CH*LIDL,46,46,138,,2023-06-27
CH*MIG,23,33,68,,2023-06-27
CH*MOBILECHARGE,25,76,76,,2023-06-27
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-27
CH*PACEMOBILITY,1,1,1,,2023-06-27
CH*PARKCHARGE,3,5,5,,2023-06-27
CH*REP,161,419,419,,2023-06-27
CH*SCH,34,77,77,,2023-06-27
CH*SCHARGE,1,1,1,,2023-06-27
CH*SWISSCHARGE,1024,2851,2916,,2023-06-27
CH*TAE,1,131,131,,2023-06-27
CH*TES,29,336,336,,2023-06-27
CHEVP,1361,2825,5496,,2023-06-27
CH*AIL,2,20,20,,2023-06-28
CH*AVIA,1,1,2,,2023-06-28
CH*CCC,658,1743,1743,,2023-06-28
CH*CPI,70,195,196,,2023-06-28
CH*DIE,1,1,2,,2023-06-28
CH*EBS,4,4,13,,2023-06-28
CH*ECU,1886,2580,2580,,2023-06-28
CH*ENMOBILECHARGE,16,32,32,,2023-06-28
CH*EVAEMOBILITAET,2,4,4,,2023-06-28
CH*EWACHARGE,20,46,46,,2023-06-28
CH*EWD,8,8,24,,2023-06-28
CH*EWO,7,7,11,,2023-06-28
CH*FASTNED,3,12,18,,2023-06-28
CH*HER,1,1,4,,2023-06-28
CH*ION,10,58,58,,2023-06-28
CH*LIDL,46,46,138,,2023-06-28
CH*MIG,23,33,68,,2023-06-28
CH*MOBILECHARGE,25,76,76,,2023-06-28
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-28
CH*PACEMOBILITY,1,1,1,,2023-06-28
CH*PARKCHARGE,3,5,5,,2023-06-28
CH*REP,161,422,422,,2023-06-28
CH*SCH,34,77,77,,2023-06-28
CH*SCHARGE,1,1,1,,2023-06-28
CH*SWISSCHARGE,958,2651,2709,,2023-06-28
CH*TAE,1,131,131,,2023-06-28
CH*TES,29,336,336,,2023-06-28
CHEVP,1362,2826,5498,,2023-06-28
CH*AIL,2,20,20,,2023-06-29
CH*AVIA,1,1,2,,2023-06-29
CH*CCC,658,1743,1743,,2023-06-29
CH*CPI,70,195,196,,2023-06-29
CH*DIE,1,1,2,,2023-06-29
CH*EBS,4,4,13,,2023-06-29
CH*ECU,1886,2580,2580,,2023-06-29
CH*ENMOBILECHARGE,16,32,32,,2023-06-29
CH*EVAEMOBILITAET,2,4,4,,2023-06-29
CH*EWACHARGE,20,46,46,,2023-06-29
CH*EWD,8,8,24,,2023-06-29
CH*EWO,7,7,11,,2023-06-29
CH*FASTNED,3,12,18,,2023-06-29
CH*HER,1,1,4,,2023-06-29
CH*ION,10,58,58,,2023-06-29
CH*LIDL,46,46,138,,2023-06-29
CH*MIG,23,33,68,,2023-06-29
CH*MOBILECHARGE,25,76,76,,2023-06-29
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-29
CH*PACEMOBILITY,1,1,1,,2023-06-29
CH*PARKCHARGE,3,5,5,,2023-06-29
CH*REP,161,422,422,,2023-06-29
CH*SCH,34,77,77,,2023-06-29
CH*SCHARGE,1,1,1,,2023-06-29
CH*SWISSCHARGE,958,2651,2709,,2023-06-29
CH*TAE,1,131,131,,2023-06-29
CH*TES,29,336,336,,2023-06-29
CHEVP,1362,2826,5498,,2023-06-29
CH*AIL,2,20,20,,2023-06-30
CH*AVIA,1,1,2,,2023-06-30
CH*CCC,658,1743,1743,,2023-06-30
CH*CPI,70,195,196,,2023-06-30
CH*DIE,1,1,2,,2023-06-30
CH*EBS,4,4,13,,2023-06-30
CH*ECU,1886,2580,2580,,2023-06-30
CH*ENMOBILECHARGE,16,32,32,,2023-06-30
CH*EVAEMOBILITAET,2,4,4,,2023-06-30
CH*EWACHARGE,20,46,46,,2023-06-30
CH*EWD,8,8,24,,2023-06-30
CH*EWO,7,7,11,,2023-06-30
CH*FASTNED,3,12,18,,2023-06-30
CH*HER,1,1,4,,2023-06-30
CH*ION,10,58,58,,2023-06-30
CH*LIDL,46,46,138,,2023-06-30
CH*MIG,23,33,68,,2023-06-30
CH*MOBILECHARGE,25,76,76,,2023-06-30
CH*MOBIMOEMOBILITY,3,5,5,,2023-06-30
CH*PACEMOBILITY,1,1,1,,2023-06-30
CH*PARKCHARGE,3,5,5,,2023-06-30
CH*REP,161,422,422,,2023-06-30
CH*SCH,34,77,77,,2023-06-30
CH*SCHARGE,1,1,1,,2023-06-30
CH*SWISSCHARGE,958,2651,2709,,2023-06-30
CH*TAE,1,131,131,,2023-06-30
CH*TES,29,336,336,,2023-06-30
CHEVP,1362,2826,5498,,2023-06-30
CH*AIL,2,20,20,,2023-07-03
CH*AVIA,1,1,2,,2023-07-03
CH*CCC,658,1747,1747,,2023-07-03
CH*CPI,70,197,198,,2023-07-03
CH*DIE,1,1,2,,2023-07-03
CH*EBS,4,4,13,,2023-07-03
CH*ECU,1913,2612,2612,,2023-07-03
CH*ENMOBILECHARGE,16,32,32,,2023-07-03
CH*EVAEMOBILITAET,2,4,4,,2023-07-03
CH*EWACHARGE,20,46,46,,2023-07-03
CH*EWD,8,8,24,,2023-07-03
CH*EWO,7,7,11,,2023-07-03
CH*FASTNED,3,12,18,,2023-07-03
CH*HER,1,1,4,,2023-07-03
CH*ION,10,58,58,,2023-07-03
CH*LIDL,46,46,138,,2023-07-03
CH*MIG,23,33,68,,2023-07-03
CH*MOBILECHARGE,26,78,78,,2023-07-03
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-03
CH*PACEMOBILITY,1,1,1,,2023-07-03
CH*PARKCHARGE,3,5,5,,2023-07-03
CH*REP,161,418,418,,2023-07-03
CH*SCH,37,81,81,,2023-07-03
CH*SCHARGE,1,1,1,,2023-07-03
CH*SHE,3,12,12,,2023-07-03
CH*SWISSCHARGE,1027,2856,2917,,2023-07-03
CH*TAE,1,131,131,,2023-07-03
CH*TES,29,336,336,,2023-07-03
CHEVP,1363,2828,5502,,2023-07-03
CH*AIL,2,20,20,,2023-07-04
CH*AVIA,1,1,2,,2023-07-04
CH*CCC,658,1747,1747,,2023-07-04
CH*CPI,70,197,198,,2023-07-04
CH*DIE,1,1,2,,2023-07-04
CH*EBS,4,4,13,,2023-07-04
CH*ECU,1913,2612,2612,,2023-07-04
CH*ENMOBILECHARGE,16,32,32,,2023-07-04
CH*EVAEMOBILITAET,2,4,4,,2023-07-04
CH*EWACHARGE,20,46,46,,2023-07-04
CH*EWD,8,8,24,,2023-07-04
CH*EWO,7,7,11,,2023-07-04
CH*FASTNED,3,12,18,,2023-07-04
CH*HER,1,1,4,,2023-07-04
CH*ION,10,58,58,,2023-07-04
CH*LIDL,46,46,138,,2023-07-04
CH*MIG,23,33,68,,2023-07-04
CH*MOBILECHARGE,26,78,78,,2023-07-04
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-04
CH*PACEMOBILITY,1,1,1,,2023-07-04
CH*PARKCHARGE,3,5,5,,2023-07-04
CH*REP,161,418,418,,2023-07-04
CH*SCH,37,81,81,,2023-07-04
CH*SCHARGE,1,1,1,,2023-07-04
CH*SHE,3,12,12,,2023-07-04
CH*SWISSCHARGE,1027,2856,2917,,2023-07-04
CH*TAE,1,131,131,,2023-07-04
CH*TES,29,336,336,,2023-07-04
CHEVP,1363,2825,5499,,2023-07-04
CH*AIL,2,20,20,,2023-07-05
CH*AVIA,1,1,2,,2023-07-05
CH*CCC,658,1747,1747,,2023-07-05
CH*CPI,70,197,198,,2023-07-05
CH*DIE,1,1,2,,2023-07-05
CH*EBS,4,4,13,,2023-07-05
CH*ECU,1915,2615,2615,,2023-07-05
CH*ENMOBILECHARGE,16,32,32,,2023-07-05
CH*EVAEMOBILITAET,2,4,4,,2023-07-05
CH*EWACHARGE,20,46,46,,2023-07-05
CH*EWD,8,8,24,,2023-07-05
CH*EWO,7,7,11,,2023-07-05
CH*FASTNED,3,12,18,,2023-07-05
CH*HER,1,1,4,,2023-07-05
CH*ION,10,58,58,,2023-07-05
CH*LIDL,46,46,138,,2023-07-05
CH*MIG,23,33,68,,2023-07-05
CH*MOBILECHARGE,26,78,78,,2023-07-05
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-05
CH*PACEMOBILITY,1,1,1,,2023-07-05
CH*PARKCHARGE,3,5,5,,2023-07-05
CH*REP,161,418,418,,2023-07-05
CH*SCH,37,81,81,,2023-07-05
CH*SCHARGE,1,1,1,,2023-07-05
CH*SHE,3,12,12,,2023-07-05
CH*SWISSCHARGE,950,2676,2736,,2023-07-05
CH*TAE,1,131,131,,2023-07-05
CH*TES,29,336,336,,2023-07-05
CHEVP,1364,2825,5499,,2023-07-05
CH*AIL,2,20,20,,2023-07-06
CH*AVIA,1,1,2,,2023-07-06
CH*CCC,658,1747,1747,,2023-07-06
CH*CPI,70,197,198,,2023-07-06
CH*DIE,1,1,2,,2023-07-06
CH*EBS,4,4,13,,2023-07-06
CH*ECU,1920,2625,2625,,2023-07-06
CH*ENMOBILECHARGE,16,32,32,,2023-07-06
CH*EVAEMOBILITAET,2,4,4,,2023-07-06
CH*EWACHARGE,20,46,46,,2023-07-06
CH*EWD,8,8,24,,2023-07-06
CH*EWO,7,7,11,,2023-07-06
CH*FASTNED,3,12,18,,2023-07-06
CH*HER,1,1,4,,2023-07-06
CH*ION,10,58,58,,2023-07-06
CH*LIDL,46,46,138,,2023-07-06
CH*MIG,23,33,68,,2023-07-06
CH*MOBILECHARGE,26,78,78,,2023-07-06
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-06
CH*PACEMOBILITY,1,1,1,,2023-07-06
CH*PARKCHARGE,3,5,5,,2023-07-06
CH*REP,162,419,419,,2023-07-06
CH*SCH,37,81,81,,2023-07-06
CH*SCHARGE,1,1,1,,2023-07-06
CH*SHE,3,12,12,,2023-07-06
CH*SWISSCHARGE,1029,2862,2920,,2023-07-06
CH*TAE,1,131,131,,2023-07-06
CH*TES,29,336,336,,2023-07-06
CHEVP,1363,2826,5501,,2023-07-06
CH*AIL,2,20,20,,2023-07-07
CH*AVIA,1,1,2,,2023-07-07
CH*CCC,659,1749,1749,,2023-07-07
CH*CPI,70,196,197,,2023-07-07
CH*DIE,1,1,2,,2023-07-07
CH*EBS,4,4,13,,2023-07-07
CH*ECU,1921,2626,2626,,2023-07-07
CH*ENMOBILECHARGE,16,32,32,,2023-07-07
CH*EVAEMOBILITAET,2,4,4,,2023-07-07
CH*EWACHARGE,20,46,46,,2023-07-07
CH*EWD,8,8,24,,2023-07-07
CH*EWO,7,7,11,,2023-07-07
CH*FASTNED,3,12,18,,2023-07-07
CH*HER,1,1,4,,2023-07-07
CH*ION,10,58,58,,2023-07-07
CH*LIDL,46,46,138,,2023-07-07
CH*MIG,23,33,68,,2023-07-07
CH*MOBILECHARGE,26,78,78,,2023-07-07
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-07
CH*PACEMOBILITY,1,1,1,,2023-07-07
CH*PARKCHARGE,3,5,5,,2023-07-07
CH*REP,162,419,419,,2023-07-07
CH*SCH,37,81,81,,2023-07-07
CH*SCHARGE,1,1,1,,2023-07-07
CH*SHE,3,12,12,,2023-07-07
CH*SWISSCHARGE,1030,2862,2920,,2023-07-07
CH*TAE,1,131,131,,2023-07-07
CH*TES,29,336,336,,2023-07-07
CHEVP,1364,2827,5503,,2023-07-07
CH*AIL,2,20,20,,2023-07-08
CH*AVIA,1,1,2,,2023-07-08
CH*CCC,659,1749,1749,,2023-07-08
CH*CPI,70,196,197,,2023-07-08
CH*DIE,1,1,2,,2023-07-08
CH*EBS,4,4,13,,2023-07-08
CH*ECU,1930,2658,2658,,2023-07-08
CH*ENMOBILECHARGE,16,32,32,,2023-07-08
CH*EVAEMOBILITAET,2,4,4,,2023-07-08
CH*EWACHARGE,20,46,46,,2023-07-08
CH*EWD,8,8,24,,2023-07-08
CH*EWO,7,7,11,,2023-07-08
CH*FASTNED,3,12,18,,2023-07-08
CH*HER,1,1,4,,2023-07-08
CH*ION,10,58,58,,2023-07-08
CH*LIDL,46,46,138,,2023-07-08
CH*MIG,23,33,68,,2023-07-08
CH*MOBILECHARGE,26,78,78,,2023-07-08
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-08
CH*PACEMOBILITY,1,1,1,,2023-07-08
CH*PARKCHARGE,3,5,5,,2023-07-08
CH*REP,162,419,419,,2023-07-08
CH*SCH,38,82,82,,2023-07-08
CH*SCHARGE,1,1,1,,2023-07-08
CH*SHE,3,12,12,,2023-07-08
CH*SWISSCHARGE,1032,2866,2924,,2023-07-08
CH*TAE,1,131,131,,2023-07-08
CH*TES,29,336,336,,2023-07-08
CHEVP,1367,2833,5515,,2023-07-08
CH*AIL,2,20,20,,2023-07-09
CH*AVIA,1,1,2,,2023-07-09
CH*CCC,659,1749,1749,,2023-07-09
CH*CPI,70,196,197,,2023-07-09
CH*DIE,1,1,2,,2023-07-09
CH*EBS,4,4,13,,2023-07-09
CH*ECU,1933,2662,2662,,2023-07-09
CH*ENMOBILECHARGE,16,32,32,,2023-07-09
CH*EVAEMOBILITAET,2,4,4,,2023-07-09
CH*EWACHARGE,20,46,46,,2023-07-09
CH*EWD,8,8,24,,2023-07-09
CH*EWO,7,7,11,,2023-07-09
CH*FASTNED,3,12,18,,2023-07-09
CH*HER,1,1,4,,2023-07-09
CH*ION,10,58,58,,2023-07-09
CH*LIDL,46,46,138,,2023-07-09
CH*MIG,23,33,68,,2023-07-09
CH*MOBILECHARGE,26,78,78,,2023-07-09
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-09
CH*PACEMOBILITY,1,1,1,,2023-07-09
CH*PARKCHARGE,3,5,5,,2023-07-09
CH*REP,162,419,419,,2023-07-09
CH*SCH,38,82,82,,2023-07-09
CH*SCHARGE,1,1,1,,2023-07-09
CH*SHE,3,12,12,,2023-07-09
CH*SWISSCHARGE,1032,2866,2924,,2023-07-09
CH*TAE,1,131,131,,2023-07-09
CH*TES,29,336,336,,2023-07-09
CHEVP,1367,2833,5515,,2023-07-09
CH*AIL,2,20,20,,2023-07-10
CH*AVIA,1,1,2,,2023-07-10
CH*CCC,659,1749,1749,,2023-07-10
CH*CPI,70,196,197,,2023-07-10
CH*DIE,1,1,2,,2023-07-10
CH*EBS,4,4,13,,2023-07-10
CH*ECU,1933,2662,2662,,2023-07-10
CH*ENMOBILECHARGE,16,32,32,,2023-07-10
CH*EVAEMOBILITAET,2,4,4,,2023-07-10
CH*EWACHARGE,20,46,46,,2023-07-10
CH*EWD,8,8,24,,2023-07-10
CH*EWO,7,7,11,,2023-07-10
CH*FASTNED,3,12,18,,2023-07-10
CH*HER,1,1,4,,2023-07-10
CH*ION,10,58,58,,2023-07-10
CH*LIDL,46,46,138,,2023-07-10
CH*MIG,23,33,68,,2023-07-10
CH*MOBILECHARGE,26,78,78,,2023-07-10
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-10
CH*PACEMOBILITY,1,1,1,,2023-07-10
CH*PARKCHARGE,3,5,5,,2023-07-10
CH*REP,162,419,419,,2023-07-10
CH*SCH,38,82,82,,2023-07-10
CH*SCHARGE,1,1,1,,2023-07-10
CH*SHE,3,12,12,,2023-07-10
CH*SWISSCHARGE,1032,2866,2924,,2023-07-10
CH*TAE,1,131,131,,2023-07-10
CH*TES,29,336,336,,2023-07-10
CHEVP,1367,2833,5515,,2023-07-10
CH*AIL,2,20,20,,2023-07-11
CH*AVIA,1,1,2,,2023-07-11
CH*CCC,659,1751,1751,,2023-07-11
CH*CPI,70,196,197,,2023-07-11
CH*DIE,1,1,2,,2023-07-11
CH*EBS,4,4,13,,2023-07-11
CH*ECU,1935,2641,2641,,2023-07-11
CH*ENMOBILECHARGE,16,32,32,,2023-07-11
CH*EVAEMOBILITAET,2,4,4,,2023-07-11
CH*EWACHARGE,20,46,46,,2023-07-11
CH*EWD,8,8,24,,2023-07-11
CH*EWO,7,7,11,,2023-07-11
CH*FASTNED,3,12,18,,2023-07-11
CH*HER,1,1,4,,2023-07-11
CH*ION,10,58,58,,2023-07-11
CH*LIDL,46,46,138,,2023-07-11
CH*MIG,24,34,69,,2023-07-11
CH*MOBILECHARGE,26,78,78,,2023-07-11
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-11
CH*PACEMOBILITY,1,1,1,,2023-07-11
CH*PARKCHARGE,3,5,5,,2023-07-11
CH*REP,162,419,419,,2023-07-11
CH*SCH,38,82,82,,2023-07-11
CH*SCHARGE,1,1,1,,2023-07-11
CH*SHE,3,12,12,,2023-07-11
CH*SWISSCHARGE,1033,2866,2924,,2023-07-11
CH*TAE,1,131,131,,2023-07-11
CH*TES,29,336,336,,2023-07-11
CHEVP,1366,2831,5509,,2023-07-11
CH*AIL,2,20,20,,2023-07-12
CH*AVIA,1,1,2,,2023-07-12
CH*CCC,659,1751,1751,,2023-07-12
CH*CPI,70,196,197,,2023-07-12
CH*DIE,1,1,2,,2023-07-12
CH*EBS,4,4,13,,2023-07-12
CH*ECU,1949,2657,2657,,2023-07-12
CH*ENMOBILECHARGE,16,32,32,,2023-07-12
CH*EVAEMOBILITAET,2,4,4,,2023-07-12
CH*EWACHARGE,20,46,46,,2023-07-12
CH*EWD,8,8,24,,2023-07-12
CH*EWO,7,7,11,,2023-07-12
CH*FASTNED,3,12,18,,2023-07-12
CH*HER,1,1,4,,2023-07-12
CH*ION,10,58,58,,2023-07-12
CH*LIDL,46,46,138,,2023-07-12
CH*MIG,24,34,69,,2023-07-12
CH*MOBILECHARGE,26,78,78,,2023-07-12
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-12
CH*PACEMOBILITY,1,1,1,,2023-07-12
CH*PARKCHARGE,3,5,5,,2023-07-12
CH*REP,162,419,419,,2023-07-12
CH*SCH,38,82,82,,2023-07-12
CH*SCHARGE,1,1,1,,2023-07-12
CH*SHE,3,12,12,,2023-07-12
CH*SWISSCHARGE,1028,2864,2926,,2023-07-12
CH*TAE,1,131,131,,2023-07-12
CH*TES,29,336,336,,2023-07-12
CHEVP,1366,2833,5513,,2023-07-12
CH*AIL,2,20,20,,2023-07-13
CH*AVIA,1,1,2,,2023-07-13
CH*CCC,659,1751,1751,,2023-07-13
CH*CPI,70,197,198,,2023-07-13
CH*DIE,1,1,2,,2023-07-13
CH*EBS,6,6,19,,2023-07-13
CH*ECU,1944,2656,2656,,2023-07-13
CH*ENMOBILECHARGE,16,32,32,,2023-07-13
CH*EVAEMOBILITAET,2,4,4,,2023-07-13
CH*EWACHARGE,20,46,46,43.0,2023-07-13
CH*EWD,8,8,24,,2023-07-13
CH*EWO,7,7,11,,2023-07-13
CH*FASTNED,3,12,18,100.0,2023-07-13
CH*HER,1,1,4,,2023-07-13
CH*ION,10,58,58,,2023-07-13
CH*LIDL,46,46,138,,2023-07-13
CH*MIG,24,34,69,,2023-07-13
CH*MOBILECHARGE,26,78,78,1.0,2023-07-13
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-13
CH*PACEMOBILITY,1,1,1,,2023-07-13
CH*PARKCHARGE,3,5,5,,2023-07-13
CH*REP,162,419,419,52.0,2023-07-13
CH*SCH,38,82,82,,2023-07-13
CH*SCHARGE,1,1,1,,2023-07-13
CH*SHE,3,12,12,,2023-07-13
CH*SWISSCHARGE,1026,2868,2930,,2023-07-13
CH*TAE,1,131,131,,2023-07-13
CH*TES,29,336,336,,2023-07-13
CHEVP,1368,2834,5521,,2023-07-13
CH*AIL,2,20,20,,2023-07-14
CH*AVIA,1,1,2,,2023-07-14
CH*CCC,660,1755,1755,,2023-07-14
CH*CPI,70,197,198,,2023-07-14
CH*DIE,1,1,2,,2023-07-14
CH*EBS,6,6,19,,2023-07-14
CH*ECU,1942,2654,2654,,2023-07-14
CH*ENMOBILECHARGE,16,32,32,,2023-07-14
CH*EVAEMOBILITAET,2,4,4,,2023-07-14
CH*EWACHARGE,20,46,46,43.0,2023-07-14
CH*EWD,8,8,24,,2023-07-14
CH*EWO,7,7,11,,2023-07-14
CH*FASTNED,3,12,18,100.0,2023-07-14
CH*HER,1,1,4,,2023-07-14
CH*ION,10,58,58,,2023-07-14
CH*LIDL,46,46,138,,2023-07-14
CH*MIG,24,34,69,,2023-07-14
CH*MOBILECHARGE,26,78,78,1.0,2023-07-14
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-14
CH*PACEMOBILITY,1,1,1,,2023-07-14
CH*PARKCHARGE,3,5,5,,2023-07-14
CH*REP,1,1,1,100.0,2023-07-14
CH*SCH,38,82,82,,2023-07-14
CH*SCHARGE,1,1,1,,2023-07-14
CH*SHE,3,12,12,,2023-07-14
CH*SWISSCHARGE,947,2674,2729,,2023-07-14
CH*TAE,1,131,131,,2023-07-14
CH*TES,29,336,336,,2023-07-14
CHEVP,1373,2852,5542,,2023-07-14
CH*AIL,2,20,20,,2023-07-15
CH*AVIA,1,1,2,,2023-07-15
CH*CCC,660,1755,1755,,2023-07-15
CH*CPI,70,197,198,,2023-07-15
CH*DIE,1,1,2,,2023-07-15
CH*EBS,6,6,19,,2023-07-15
CH*ECU,1948,2664,2664,,2023-07-15
CH*ENMOBILECHARGE,16,32,32,,2023-07-15
CH*EVAEMOBILITAET,2,4,4,,2023-07-15
CH*EWACHARGE,20,46,46,43.0,2023-07-15
CH*EWD,8,8,24,,2023-07-15
CH*EWO,7,7,11,,2023-07-15
CH*FASTNED,4,16,24,100.0,2023-07-15
CH*HER,1,1,4,,2023-07-15
CH*ION,10,58,58,,2023-07-15
CH*LIDL,46,46,138,,2023-07-15
CH*MIG,24,34,69,,2023-07-15
CH*MOBILECHARGE,26,78,78,1.0,2023-07-15
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-15
CH*PACEMOBILITY,1,1,1,,2023-07-15
CH*PARKCHARGE,3,5,5,,2023-07-15
CH*REP,162,419,419,52.0,2023-07-15
CH*SCH,40,86,86,,2023-07-15
CH*SCHARGE,1,1,1,,2023-07-15
CH*SHE,3,12,12,,2023-07-15
CH*SWISSCHARGE,1030,2880,2943,,2023-07-15
CH*TAE,1,131,131,,2023-07-15
CH*TES,29,336,336,,2023-07-15
CHEVP,1373,2853,5543,,2023-07-15
CH*AIL,2,20,20,,2023-07-16
CH*AVIA,1,1,2,,2023-07-16
CH*CCC,660,1755,1755,,2023-07-16
CH*CPI,70,197,198,,2023-07-16
CH*DIE,1,1,2,,2023-07-16
CH*EBS,6,6,19,,2023-07-16
CH*ECU,1946,2658,2658,,2023-07-16
CH*ENMOBILECHARGE,16,32,32,,2023-07-16
CH*EVAEMOBILITAET,2,4,4,,2023-07-16
CH*EWACHARGE,20,46,46,43.0,2023-07-16
CH*EWD,8,8,24,,2023-07-16
CH*EWO,7,7,11,,2023-07-16
CH*FASTNED,4,16,24,100.0,2023-07-16
CH*HER,1,1,4,,2023-07-16
CH*ION,10,58,58,,2023-07-16
CH*LIDL,46,46,138,,2023-07-16
CH*MIG,24,34,69,,2023-07-16
CH*MOBILECHARGE,26,78,78,1.0,2023-07-16
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-16
CH*PACEMOBILITY,1,1,1,,2023-07-16
CH*PARKCHARGE,3,5,5,,2023-07-16
CH*REP,162,419,419,52.0,2023-07-16
CH*SCH,40,86,86,,2023-07-16
CH*SCHARGE,1,1,1,,2023-07-16
CH*SHE,3,12,12,,2023-07-16
CH*SWISSCHARGE,1030,2880,2943,,2023-07-16
CH*TAE,1,131,131,,2023-07-16
CH*TES,29,336,336,,2023-07-16
CHEVP,1373,2853,5543,,2023-07-16
CH*AIL,2,20,20,,2023-07-17
CH*AVIA,1,1,2,,2023-07-17
CH*CCC,660,1755,1755,,2023-07-17
CH*CPI,70,197,198,,2023-07-17
CH*DIE,1,1,2,,2023-07-17
CH*EBS,6,6,19,,2023-07-17
CH*ECU,1946,2658,2658,,2023-07-17
CH*ENMOBILECHARGE,16,32,32,,2023-07-17
CH*EVAEMOBILITAET,2,4,4,,2023-07-17
CH*EWACHARGE,20,46,46,43.0,2023-07-17
CH*EWD,8,8,24,,2023-07-17
CH*EWO,7,7,11,,2023-07-17
CH*FASTNED,4,16,24,100.0,2023-07-17
CH*HER,1,1,4,,2023-07-17
CH*ION,10,58,58,,2023-07-17
CH*LIDL,46,46,138,,2023-07-17
CH*MIG,24,34,69,,2023-07-17
CH*MOBILECHARGE,26,78,78,1.0,2023-07-17
CH*MOBIMOEMOBILITY,3,5,5,,2023-07-17
CH*PACEMOBILITY,1,1,1,,2023-07-17
CH*PARKCHARGE,3,5,5,,2023-07-17
CH*REP,162,419,419,52.0,2023-07-17
CH*SCH,40,86,86,,2023-07-17
CH*SCHARGE,1,1,1,,2023-07-17
CH*SHE,3,12,12,,2023-07-17
CH*SWISSCHARGE,1030,2880,2943,,2023-07-17
CH*TAE,1,131,131,,2023-07-17
CH*TES,29,336,336,,2023-07-17
CHEVP,1373,2853,5543,,2023-07-17
CH*AIL,2,20,20,,2023-07-18
CH*AVIA,1,1,2,,2023-07-18
CH*CCC,660,1755,1755,,2023-07-18
CH*CPI,70,197,198,,2023-07-18
CH*DIE,1,1,2,,2023-07-18
